group_id,record_type,reinsurer,participation,tipo,reasegurado,asegurado,direccion,periodo_inicio,periodo_fin,actividad,estimado_ingresos,interes_asegurable,limite_max_res,riesgos_cubiertos,condiciones_reaseguro,exclusiones,deducibles,prima_neta,soporte,base_cobertura,territorialidad,jurisdiccion,terminos_pago,anexos_clausulas,panel_participantes
326,Cotizacion,Reasegurador 11,6,Reaseguro Facultativo Todo Riesgo,"Promex, Seguros Central, S.A.","Servicios Integrales del Valle, S.A. de C.V.","Av. Unión 461, Col. Centro, Puebla, México",2024-07-25,2026-04-28,Comercio minorista,18945895,Daños materiales y pérdidas por cualquier causa en inmuebles y activos,5000000,"Responsabilidad civil, Agua, Incendio, Terremoto, Daños eléctricos, Pérdida de ingresos, Robo","Sujeto a LMA 2001, Gastos de defensa incluidos","Negligencia grave, Guerra y terrorismo, Daños intencionales, Contaminación, Inestabilidad política","General: USD 73,000; Robo: USD 4,000; Terremoto: USD 59,000; Daños eléctricos: USD 83,000; Pérdida de ingresos: USD 0",257290,6% parte del 100%,Suma Directa,México,Leyes de Canadá,45 días,"NMA 2738 (Control de Reclamos), LMA 3092 (All Risks), NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2962 (Exclusión de Daños por Agua), NMA 2910 (Cláusula de Inhabilitación), LMA 3100A (Limitación de Sanciones)",
326,Cotizacion,Reasegurador 2,14,Reaseguro Facultativo Todo Riesgo,"Promex, Seguros Central, S.A.","Servicios Integrales del Valle, S.A. de C.V.","Av. Unión 461, Col. Centro, Puebla, México",2024-07-25,2026-04-28,Comercio minorista,18945895,Daños materiales y pérdidas por cualquier causa en inmuebles y activos,5000000,"Responsabilidad civil, Agua, Incendio, Terremoto, Daños eléctricos, Pérdida de ingresos, Robo","Sujeto a LMA 2001, Gastos de defensa incluidos","Negligencia grave, Guerra y terrorismo, Daños intencionales, Contaminación, Inestabilidad política","General: USD 73,000; Robo: USD 4,000; Terremoto: USD 59,000; Daños eléctricos: USD 83,000; Pérdida de ingresos: USD 0",600345,14% parte del 100%,Suma Directa,México,Leyes de Canadá,45 días,"NMA 2738 (Control de Reclamos), LMA 3092 (All Risks), NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2962 (Exclusión de Daños por Agua), NMA 2910 (Cláusula de Inhabilitación), LMA 3100A (Limitación de Sanciones)",
326,Cotizacion,Reasegurador 16,7,Reaseguro Facultativo Todo Riesgo,"Promex, Seguros Central, S.A.","Servicios Integrales del Valle, S.A. de C.V.","Av. Unión 461, Col. Centro, Puebla, México",2024-07-25,2026-04-28,Comercio minorista,18945895,Daños materiales y pérdidas por cualquier causa en inmuebles y activos,5000000,"Responsabilidad civil, Agua, Incendio, Terremoto, Daños eléctricos, Pérdida de ingresos, Robo","Sujeto a LMA 2001, Gastos de defensa incluidos","Negligencia grave, Guerra y terrorismo, Daños intencionales, Contaminación, Inestabilidad política","General: USD 73,000; Robo: USD 4,000; Terremoto: USD 59,000; Daños eléctricos: USD 83,000; Pérdida de ingresos: USD 0",300172,7% parte del 100%,Suma Directa,México,Leyes de Canadá,45 días,"NMA 2738 (Control de Reclamos), LMA 3092 (All Risks), NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2962 (Exclusión de Daños por Agua), NMA 2910 (Cláusula de Inhabilitación), LMA 3100A (Limitación de Sanciones)",
326,Cotizacion,Atlas,14,Reaseguro Facultativo Todo Riesgo,"Promex, Seguros Central, S.A.","Servicios Integrales del Valle, S.A. de C.V.","Av. Unión 461, Col. Centro, Puebla, México",2024-07-25,2026-04-28,Comercio minorista,18945895,Daños materiales y pérdidas por cualquier causa en inmuebles y activos,5000000,"Responsabilidad civil, Agua, Incendio, Terremoto, Daños eléctricos, Pérdida de ingresos, Robo","Sujeto a LMA 2001, Gastos de defensa incluidos","Negligencia grave, Guerra y terrorismo, Daños intencionales, Contaminación, Inestabilidad política","General: USD 73,000; Robo: USD 4,000; Terremoto: USD 59,000; Daños eléctricos: USD 83,000; Pérdida de ingresos: USD 0",600345,14% parte del 100%,Suma Directa,México,Leyes de Canadá,45 días,"NMA 2738 (Control de Reclamos), LMA 3092 (All Risks), NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2962 (Exclusión de Daños por Agua), NMA 2910 (Cláusula de Inhabilitación), LMA 3100A (Limitación de Sanciones)",
327,Nota,,,Reaseguro Facultativo de Vida,"Aseguradora Nacional, Mutua Mexicana",Retail Gamma,"Boulevard Hidalgo 597, Col. Centro, Ciudad de México, México",2026-05-13,2027-07-05,Fabricación de automóviles,19061339,Daños materiales y pérdidas por cualquier causa en inmuebles y activos,10000000,"Daños eléctricos, Pérdida de ingresos, Incendio","Texto LMA 6000A, Cancelación por mutuo acuerdo, Arbitraje internacional, Gastos de defensa incluidos","Negligencia grave, Guerra y terrorismo, Contaminación, Inestabilidad política, Daños intencionales","General: USD 49,000; Robo: USD 57,000; Terremoto: USD 28,000; Daños eléctricos: USD 98,000; Pérdida de ingresos: USD 61,000",9472888,100% parte del 100%,Suma Directa,Latinoamérica,Leyes de Estados Unidos,90 días,"NMA 2962 (Exclusión de Daños por Agua), NMA 2738 (Control de Reclamos), LMA 3100A (Limitación de Sanciones), NMA 2910 (Cláusula de Inhabilitación), NMA 464 (Exclusión de Guerra y Guerra Civil), LMA 3092 (All Risks)",Epsilon 100% parte del 100%
327,Cotizacion,Epsilon,100,Reaseguro Facultativo de Vida,"Aseguradora Nacional, Mutua Mexicana",Retail Gamma,"Boulevard Hidalgo 597, Col. Centro, Ciudad de México, México",2026-05-13,2027-07-05,Fabricación de automóviles,19061339,Daños materiales y pérdidas por cualquier causa en inmuebles y activos,10000000,"Daños eléctricos, Pérdida de ingresos, Incendio","Texto LMA 6000A, Cancelación por mutuo acuerdo, Arbitraje internacional, Gastos de defensa incluidos","Negligencia grave, Guerra y terrorismo, Contaminación, Inestabilidad política, Daños intencionales","General: USD 49,000; Robo: USD 57,000; Terremoto: USD 28,000; Daños eléctricos: USD 98,000; Pérdida de ingresos: USD 61,000",9472888,100% parte del 100%,Suma Directa,Latinoamérica,Leyes de Estados Unidos,90 días,"NMA 2962 (Exclusión de Daños por Agua), NMA 2738 (Control de Reclamos), LMA 3100A (Limitación de Sanciones), NMA 2910 (Cláusula de Inhabilitación), NMA 464 (Exclusión de Guerra y Guerra Civil), LMA 3092 (All Risks)",
328,Nota,,,Reaseguro Facultativo de Vida,"Compañía de Seguros del Valle, Grupo Financiero Unión",Energía Epsilon,"Av. Unión 887, Col. Centro, Puebla, México",2025-08-11,2027-10-13,Fabricación de automóviles,2785005,Daños materiales y pérdidas por cualquier causa en inmuebles y activos,1000000,"Terremoto, Vandalismo, Incendio, Daños eléctricos, Pérdida de ingresos, Responsabilidad civil","Cancelación por mutuo acuerdo, Texto LMA 6000A","Guerra y terrorismo, Actos delictivos, Daños intencionales, Inestabilidad política, Contaminación","General: USD 18,000; Robo: USD 60,000; Terremoto: USD 61,000; Daños eléctricos: USD 65,000; Pérdida de ingresos: USD 8,000",6612681,100% parte del 100%,Ocurrencia,Estados Unidos,Leyes de Canadá,45 días,"NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2962 (Exclusión de Daños por Agua), NMA 2910 (Cláusula de Inhabilitación), LMA 3100A (Limitación de Sanciones), NMA 2738 (Control de Reclamos), LMA 3092 (All Risks)",Reasegurador 9 55% parte del 100%; Reasegurador 6 45% parte del 100%
328,Cotizacion,Reasegurador 9,55,Reaseguro Facultativo de Vida,"Compañía de Seguros del Valle, Grupo Financiero Unión",Energía Epsilon,"Av. Unión 887, Col. Centro, Puebla, México",2025-08-11,2027-10-13,Fabricación de automóviles,2785005,Daños materiales y pérdidas por cualquier causa en inmuebles y activos,1000000,"Terremoto, Vandalismo, Incendio, Daños eléctricos, Pérdida de ingresos, Responsabilidad civil","Cancelación por mutuo acuerdo, Texto LMA 6000A","Guerra y terrorismo, Actos delictivos, Daños intencionales, Inestabilidad política, Contaminación","General: USD 18,000; Robo: USD 60,000; Terremoto: USD 61,000; Daños eléctricos: USD 65,000; Pérdida de ingresos: USD 8,000",3636974,55% parte del 100%,Ocurrencia,Estados Unidos,Leyes de Canadá,45 días,"NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2962 (Exclusión de Daños por Agua), NMA 2910 (Cláusula de Inhabilitación), LMA 3100A (Limitación de Sanciones), NMA 2738 (Control de Reclamos), LMA 3092 (All Risks)",
328,Cotizacion,Reasegurador 6,45,Reaseguro Facultativo de Vida,"Compañía de Seguros del Valle, Grupo Financiero Unión",Energía Epsilon,"Av. Unión 887, Col. Centro, Puebla, México",2025-08-11,2027-10-13,Fabricación de automóviles,2785005,Daños materiales y pérdidas por cualquier causa en inmuebles y activos,1000000,"Terremoto, Vandalismo, Incendio, Daños eléctricos, Pérdida de ingresos, Responsabilidad civil","Cancelación por mutuo acuerdo, Texto LMA 6000A","Guerra y terrorismo, Actos delictivos, Daños intencionales, Inestabilidad política, Contaminación","General: USD 18,000; Robo: USD 60,000; Terremoto: USD 61,000; Daños eléctricos: USD 65,000; Pérdida de ingresos: USD 8,000",2975706,45% parte del 100%,Ocurrencia,Estados Unidos,Leyes de Canadá,45 días,"NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2962 (Exclusión de Daños por Agua), NMA 2910 (Cláusula de Inhabilitación), LMA 3100A (Limitación de Sanciones), NMA 2738 (Control de Reclamos), LMA 3092 (All Risks)",
329,Nota,,,Reaseguro Facultativo de Salud,"Aseguradora Nacional, Promex",Transportes Beta,"Camino Real 752, Col. Polanco, Guadalajara, México",2027-02-22,2029-07-15,Administración de edificios corporativos y comerciales,19665118,Responsabilidad civil y pérdidas operacionales,7500000,"Robo, Daños eléctricos, Terremoto, Responsabilidad civil, Pérdida de ingresos, Vandalismo","Cancelación por mutuo acuerdo, Texto LMA 6000A, Sujeto a LMA 2001, Arbitraje internacional, Gastos de defensa incluidos","Contaminación, Guerra y terrorismo, Actos delictivos","General: USD 10,000; Robo: USD 7,000; Terremoto: USD 39,000; Daños eléctricos: USD 57,000; Pérdida de ingresos: USD 42,000",472404,100% parte del 100%,Suma Agregada,Canadá,Leyes mexicanas,60 días,"NMA 2910 (Cláusula de Inhabilitación), NMA 2738 (Control de Reclamos)",Reasegurador 13 18% parte del 100%; Prisma 3% parte del 100%; Reasegurador 14 14% parte del 100%; Sirius 14% parte del 100%; Omega 14% parte del 100%; Delta 22% parte del 100%; Reasegurador 8 15% parte del 100%
329,Cotizacion,Reasegurador 13,18,Reaseguro Facultativo de Salud,"Aseguradora Nacional, Promex",Transportes Beta,"Camino Real 752, Col. Polanco, Guadalajara, México",2027-02-22,2029-07-15,Administración de edificios corporativos y comerciales,19665118,Responsabilidad civil y pérdidas operacionales,7500000,"Robo, Daños eléctricos, Terremoto, Responsabilidad civil, Pérdida de ingresos, Vandalismo","Cancelación por mutuo acuerdo, Texto LMA 6000A, Sujeto a LMA 2001, Arbitraje internacional, Gastos de defensa incluidos","Contaminación, Guerra y terrorismo, Actos delictivos","General: USD 10,000; Robo: USD 7,000; Terremoto: USD 39,000; Daños eléctricos: USD 57,000; Pérdida de ingresos: USD 42,000",85032,18% parte del 100%,Suma Agregada,Canadá,Leyes mexicanas,60 días,"NMA 2910 (Cláusula de Inhabilitación), NMA 2738 (Control de Reclamos)",
329,Cotizacion,Prisma,3,Reaseguro Facultativo de Salud,"Aseguradora Nacional, Promex",Transportes Beta,"Camino Real 752, Col. Polanco, Guadalajara, México",2027-02-22,2029-07-15,Administración de edificios corporativos y comerciales,19665118,Responsabilidad civil y pérdidas operacionales,7500000,"Robo, Daños eléctricos, Terremoto, Responsabilidad civil, Pérdida de ingresos, Vandalismo","Cancelación por mutuo acuerdo, Texto LMA 6000A, Sujeto a LMA 2001, Arbitraje internacional, Gastos de defensa incluidos","Contaminación, Guerra y terrorismo, Actos delictivos","General: USD 10,000; Robo: USD 7,000; Terremoto: USD 39,000; Daños eléctricos: USD 57,000; Pérdida de ingresos: USD 42,000",14172,3% parte del 100%,Suma Agregada,Canadá,Leyes mexicanas,60 días,"NMA 2910 (Cláusula de Inhabilitación), NMA 2738 (Control de Reclamos)",
329,Cotizacion,Reasegurador 14,14,Reaseguro Facultativo de Salud,"Aseguradora Nacional, Promex",Transportes Beta,"Camino Real 752, Col. Polanco, Guadalajara, México",2027-02-22,2029-07-15,Administración de edificios corporativos y comerciales,19665118,Responsabilidad civil y pérdidas operacionales,7500000,"Robo, Daños eléctricos, Terremoto, Responsabilidad civil, Pérdida de ingresos, Vandalismo","Cancelación por mutuo acuerdo, Texto LMA 6000A, Sujeto a LMA 2001, Arbitraje internacional, Gastos de defensa incluidos","Contaminación, Guerra y terrorismo, Actos delictivos","General: USD 10,000; Robo: USD 7,000; Terremoto: USD 39,000; Daños eléctricos: USD 57,000; Pérdida de ingresos: USD 42,000",66136,14% parte del 100%,Suma Agregada,Canadá,Leyes mexicanas,60 días,"NMA 2910 (Cláusula de Inhabilitación), NMA 2738 (Control de Reclamos)",
329,Cotizacion,Sirius,14,Reaseguro Facultativo de Salud,"Aseguradora Nacional, Promex",Transportes Beta,"Camino Real 752, Col. Polanco, Guadalajara, México",2027-02-22,2029-07-15,Administración de edificios corporativos y comerciales,19665118,Responsabilidad civil y pérdidas operacionales,7500000,"Robo, Daños eléctricos, Terremoto, Responsabilidad civil, Pérdida de ingresos, Vandalismo","Cancelación por mutuo acuerdo, Texto LMA 6000A, Sujeto a LMA 2001, Arbitraje internacional, Gastos de defensa incluidos","Contaminación, Guerra y terrorismo, Actos delictivos","General: USD 10,000; Robo: USD 7,000; Terremoto: USD 39,000; Daños eléctricos: USD 57,000; Pérdida de ingresos: USD 42,000",66136,14% parte del 100%,Suma Agregada,Canadá,Leyes mexicanas,60 días,"NMA 2910 (Cláusula de Inhabilitación), NMA 2738 (Control de Reclamos)",
329,Cotizacion,Omega,14,Reaseguro Facultativo de Salud,"Aseguradora Nacional, Promex",Transportes Beta,"Camino Real 752, Col. Polanco, Guadalajara, México",2027-02-22,2029-07-15,Administración de edificios corporativos y comerciales,19665118,Responsabilidad civil y pérdidas operacionales,7500000,"Robo, Daños eléctricos, Terremoto, Responsabilidad civil, Pérdida de ingresos, Vandalismo","Cancelación por mutuo acuerdo, Texto LMA 6000A, Sujeto a LMA 2001, Arbitraje internacional, Gastos de defensa incluidos","Contaminación, Guerra y terrorismo, Actos delictivos","General: USD 10,000; Robo: USD 7,000; Terremoto: USD 39,000; Daños eléctricos: USD 57,000; Pérdida de ingresos: USD 42,000",66136,14% parte del 100%,Suma Agregada,Canadá,Leyes mexicanas,60 días,"NMA 2910 (Cláusula de Inhabilitación), NMA 2738 (Control de Reclamos)",
329,Cotizacion,Delta,22,Reaseguro Facultativo de Salud,"Aseguradora Nacional, Promex",Transportes Beta,"Camino Real 752, Col. Polanco, Guadalajara, México",2027-02-22,2029-07-15,Administración de edificios corporativos y comerciales,19665118,Responsabilidad civil y pérdidas operacionales,7500000,"Robo, Daños eléctricos, Terremoto, Responsabilidad civil, Pérdida de ingresos, Vandalismo","Cancelación por mutuo acuerdo, Texto LMA 6000A, Sujeto a LMA 2001, Arbitraje internacional, Gastos de defensa incluidos","Contaminación, Guerra y terrorismo, Actos delictivos","General: USD 10,000; Robo: USD 7,000; Terremoto: USD 39,000; Daños eléctricos: USD 57,000; Pérdida de ingresos: USD 42,000",103928,22% parte del 100%,Suma Agregada,Canadá,Leyes mexicanas,60 días,"NMA 2910 (Cláusula de Inhabilitación), NMA 2738 (Control de Reclamos)",
329,Cotizacion,Reasegurador 8,15,Reaseguro Facultativo de Salud,"Aseguradora Nacional, Promex",Transportes Beta,"Camino Real 752, Col. Polanco, Guadalajara, México",2027-02-22,2029-07-15,Administración de edificios corporativos y comerciales,19665118,Responsabilidad civil y pérdidas operacionales,7500000,"Robo, Daños eléctricos, Terremoto, Responsabilidad civil, Pérdida de ingresos, Vandalismo","Cancelación por mutuo acuerdo, Texto LMA 6000A, Sujeto a LMA 2001, Arbitraje internacional, Gastos de defensa incluidos","Contaminación, Guerra y terrorismo, Actos delictivos","General: USD 10,000; Robo: USD 7,000; Terremoto: USD 39,000; Daños eléctricos: USD 57,000; Pérdida de ingresos: USD 42,000",70860,15% parte del 100%,Suma Agregada,Canadá,Leyes mexicanas,60 días,"NMA 2910 (Cláusula de Inhabilitación), NMA 2738 (Control de Reclamos)",
330,Nota,,,Reaseguro Facultativo de Vida,"Compañía de Seguros del Valle, Promex",Constructora Alpha,"Prolongación Las Fuentes 261, Col. Centro, Monterrey, México",2028-06-22,2030-02-26,Administración de edificios corporativos y comerciales,10842288,Daños materiales y pérdidas por cualquier causa en inmuebles y activos,1000000,"Vandalismo, Daños eléctricos, Responsabilidad civil, Incendio, Agua","Arbitraje internacional, Sujeto a LMA 2001, Texto LMA 6000A, Cancelación por mutuo acuerdo, Gastos de defensa incluidos","Actos delictivos, Daños intencionales","General: USD 73,000; Robo: USD 28,000; Terremoto: USD 94,000; Daños eléctricos: USD 91,000; Pérdida de ingresos: USD 24,000",9807412,100% parte del 100%,Suma Agregada,Global,Leyes de Canadá,60 días,"NMA 2910 (Cláusula de Inhabilitación), LMA 3100A (Limitación de Sanciones), LMA 3092 (All Risks), NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2738 (Control de Reclamos), NMA 2962 (Exclusión de Daños por Agua)",Reasegurador 10 5% parte del 100%; Libra 10% parte del 100%; Reasegurador 17 3% parte del 100%; Reasegurador 4 7% parte del 100%; Reasegurador 16 4% parte del 100%; Navys 10% parte del 100%; Prisma 2% parte del 100%; Reasegurador 13 5% parte del 100%; Reasegurador 14 12% parte del 100%; Sirius 4% parte del 100%; Reasegurador 9 9% parte del 100%; Reasegurador 15 11% parte del 100%; Sigma 12% parte del 100%; Epsilon 6% parte del 100%
330,Cotizacion,Reasegurador 10,5,Reaseguro Facultativo de Vida,"Compañía de Seguros del Valle, Promex",Constructora Alpha,"Prolongación Las Fuentes 261, Col. Centro, Monterrey, México",2028-06-22,2030-02-26,Administración de edificios corporativos y comerciales,10842288,Daños materiales y pérdidas por cualquier causa en inmuebles y activos,1000000,"Vandalismo, Daños eléctricos, Responsabilidad civil, Incendio, Agua","Arbitraje internacional, Sujeto a LMA 2001, Texto LMA 6000A, Cancelación por mutuo acuerdo, Gastos de defensa incluidos","Actos delictivos, Daños intencionales","General: USD 73,000; Robo: USD 28,000; Terremoto: USD 94,000; Daños eléctricos: USD 91,000; Pérdida de ingresos: USD 24,000",490370,5% parte del 100%,Suma Agregada,Global,Leyes de Canadá,60 días,"NMA 2910 (Cláusula de Inhabilitación), LMA 3100A (Limitación de Sanciones), LMA 3092 (All Risks), NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2738 (Control de Reclamos), NMA 2962 (Exclusión de Daños por Agua)",
